"","y","x","z"
"124",0.750501453,-1.119635472,4
"125",1.824208302,-0.960650359,5
"126",0.080059641,0.273736472,6
"127",-0.631409299,-0.441423289,7
"128",-1.51328812,-1.731487818,8
"129",-0.636099831,0.905854844,9
"130",0.226301532,-0.840839642,10
"131",1.013690347,0.386347855,11
"132",0.252750135,0.412430114,12
"133",-1.171948313,1.521268643,13
"134",0.668714329,0.196564235,14
"135",-1.650100935,0.665610353,15
"136",-0.365852248,1.140591092,16
"137",-0.316118329,-0.406381128,17
"138",-1.948246047,-1.655561354,18
"139",0.920057522,0.142930036,19
"140",-0.622871595,1.325914308,20
"141",-0.33403665,-1.406277661,1
"142",1.395147893,1.012131615,2
"143",0.636674411,-0.060130843,3
"144",-0.108431697,0.099481424,4
"145",0.513762778,-0.349221798,5
"146",0.399271807,1.03685328,6
"147",1.662856447,1.424156479,7
"148",0.275893404,1.570848791,8
"149",0.506272623,-0.967400733,9
"150",0.347551975,0.759285844,10
"151",-0.377237647,-0.376189654,11
"152",0.097619463,-0.983409414,12
"153",1.638744645,0.389895101,13
"154",-0.875592474,-0.017950714,14
"155",0.121759999,0.791724605,15
"156",1.362130661,1.792397876,16
"157",-0.234621087,1.036716885,17
"158",-1.053382808,-0.695685616,18
"159",-0.869783606,0.139622665,19
"160",-0.39012703,1.413245494,20
"161",-0.847350073,1.174437596,1
"162",-0.260639392,-1.584781583,2
"163",-0.414419706,0.946429921,3
"164",-0.183050798,-0.340514085,4
"165",0.407056098,-0.625362691,5
"166",0.624633128,-1.101202229,6
"167",1.678205744,-0.31179546,7
"168",-0.068693654,0.688656505,8
"169",-0.320839913,1.435271878,9
"170",1.471005717,0.138907098,10
"171",1.704329398,-0.073052386,11
"172",0.043244038,-0.202335938,12
"173",-0.332657319,0.953799336,13
"174",-1.822235418,-1.081193447,14
"175",1.411262399,0.250018705,15
"176",-0.837582434,1.021621981,16
"177",-1.123762794,1.061851511,17
"178",3.043765886,0.41707021,18
"179",0.235021308,-1.162366151,19
"180",-0.03325861,-0.82108473,20
"181",-2.732219523,-0.720488258,1
"182",-0.099790588,-1.443271969,2
"183",0.976031735,0.040020334,3
"184",0.413868915,1.222946684,4
"185",0.912322162,-2.446693917,5
"186",1.983732201,0.758387892,6
"187",1.169108514,-0.202661654,7
"188",-0.508737015,-0.769133847,8
"189",0.704180178,0.770008811,9
"190",-0.198416274,0.648385159,10
"191",-0.538070789,0.096217379,11
"192",-2.855758655,-0.919643353,12
"193",-0.789646852,-0.704861777,13
"194",0.487814635,-1.617234062,14
"195",2.16803254,1.880893908,15
"196",0.500694614,-0.155594361,16
"197",0.620210204,-0.754513749,17
"198",-0.96590321,-2.160952444,18
"199",0.162654708,-0.42946168,19
"200",-2.078237542,-0.549127905,20
"201",0.485226821,-1.402315883,1
"202",0.696768779,2.383971823,2
"203",0.185513916,0.872944351,3
"204",0.700733516,-1.535665887,4
"205",0.311681029,1.133975251,5
"206",0.760462362,1.044840161,6
"207",1.842463626,0.589830689,7
"208",1.112362841,0.399103735,8
"209",0.032663958,0.144949185,9
"210",-1.114448965,0.619161218,10
"211",0.418057822,-1.032619106,11
"212",-0.400235237,-0.649356138,12
"213",1.493493103,-1.002007258,13
"214",-1.60708094,-0.16588096,14
"215",-0.415751788,0.146656295,15
"216",0.422008373,0.602056524,16
"217",-0.151736537,0.529055525,17
"218",-0.606151115,1.445695841,18
"219",-0.304721069,0.597309287,19
"220",0.6295361,1.256316921,20
"221",0.89517198,1.097442043,1
"222",0.660212632,-0.588460413,2
"223",2.27348352,0.751301282,3
"224",1.173497573,0.453514341,4
"225",0.287709728,0.119178234,5
"226",-0.659770094,-0.903387708,6
"227",2.919140131,0.587982457,7
"228",0.6774155,0.063728748,8
"229",-0.684320344,-0.354835855,9
"230",0.186492083,0.922495744,10
"231",-0.3243933,0.992325369,11
"232",-0.274704218,0.873563902,12
"233",-0.933503341,-2.611043461,13
"234",0.116845345,-0.897316833,14
"235",0.319160239,0.937235319,15
"236",-1.077542123,-0.745336335,16
"237",-3.233152133,0.40853963,17
"238",-0.254874653,0.182912673,18
"239",0.02951783,1.107402291,19
"240",0.594273774,-0.71037167,20
"241",0.059135168,-0.057802369,1
"242",0.413398895,0.344923417,2
"243",-1.097772175,1.272654447,3
"244",0.711175257,-0.177380835,4
"245",0.71888873,0.290405997,5
"246",0.251651069,-1.342848206,6
"247",1.357274436,0.63305003,7
"248",0.404468471,0.206819706,8
"249",0.26436427,0.639307343,9
"250",0.268043904,-0.410670565,10
"251",0.436930577,1.685356621,11
"252",1.060123905,-0.139826104,12
"253",0.452190397,0.121138749,13
"254",0.663198616,-0.105679176,14
"255",-1.136373554,0.846304891,15
"256",-0.370497517,-0.768449024,16
"257",1.47696959,0.201462405,17
"258",-1.223903751,0.574569598,18
"259",0.258068387,-1.245239888,19
"260",0.405002805,0.227718808,20
"261",0.975803322,-0.593802062,1
"262",-0.348876737,1.428810786,2
"263",0.158625439,0.704898069,3
"264",-1.763255067,-1.725133909,4
"265",0.338596047,0.919284782,5
"266",-0.66656503,0.217740927,6
"267",-0.238646624,-0.561324762,7
"268",-1.187765282,-0.355585628,8
"269",0.384935322,-1.272142167,9
"270",0.666579516,0.386196852,10
"271",-0.304613889,-1.638523138,11
"272",1.825011064,-0.140262777,12
"273",0.670559371,0.455175608,13
"274",0.948632573,0.083383362,14
"275",2.049403002,0.859173322,15
"276",-0.651113609,0.050548105,16
"277",0.808619273,2.308944104,17
"278",0.986580614,-0.859463175,18
"279",-0.006170796,1.539116169,19
"280",0.319052358,-1.614466177,20
"281",-1.011821903,-1.077316458,1
"282",0.470167548,-0.901360547,2
"283",-0.700970332,-1.521112361,3
"284",0.813682863,1.484693845,4
"285",-0.811430784,1.03370332,5
"286",0.319397487,1.371266498,6
"287",-0.846522653,-0.608921441,7
"288",-0.245763179,0.085597093,8
"289",-1.552859011,1.118507491,9
"290",0.128434033,1.060529788,10
"291",0.985443389,0.560136774,11
"292",0.183247523,0.158147541,12
"293",-1.766229213,-1.164173222,13
"294",-0.620533697,0.309686196,14
"295",1.656043037,-0.178493815,15
"296",1.809805386,-0.654524572,16
"297",-1.175036768,1.576157264,17
"298",-0.366703259,-0.701403737,18
"299",0.353625449,0.242876389,19
"300",0.319156221,0.516035756,20
"301",-0.579956989,1.051154762,1
"302",-0.953278702,0.367304396,2
"303",-0.179428587,1.973215315,3
"304",1.009808215,0.445136748,4
"305",0.023626615,-0.488480168,5
"306",-0.64902822,0.102511536,6
"307",-0.504374222,0.669129246,7
"308",1.614391495,-2.190508808,8
"309",-0.446959811,-0.095564051,9
"310",0.763176761,0.041525709,10
"311",1.471718686,-0.238600874,11
"312",0.443664904,0.051368536,12
"313",-0.42172187,-1.99180636,13
"314",-0.040001626,0.346236285,14
"315",-0.492279968,0.003029343,15
"316",1.227717117,-0.492428501,16
"317",-0.149553565,-2.864418723,17
"318",1.549983384,-0.411212737,18
"319",-0.561612535,0.118208538,19
"320",-0.647117251,-0.071160768,20
"321",0.143132159,-0.608697429,1
"322",0.024188648,0.321645288,2
"323",-0.504451525,-0.910489532,3
"324",-1.58139681,0.699281047,4
"325",0.030066421,0.825732375,5
"326",-0.716576699,0.957543412,6
"327",1.082610955,0.79884627,7
"328",-0.952685455,-0.35212721,8
"329",1.126482729,-0.024946828,9
"330",-0.649043017,1.245073372,10
"331",0.292470078,0.610941959,11
"332",0.898702724,0.346883033,12
"333",-0.518742357,1.279179711,13
"334",0.554438552,-0.626845842,14
"335",-0.087973671,0.025263272,15
"336",-1.135212929,1.301509003,16
"337",-0.270079611,-0.249789695,17
"338",1.619789878,0.134998345,18
"339",-0.214131174,-0.146673231,19
"340",-0.817782463,1.233930594,20
"341",-0.054022924,0.135425982,1
"342",0.33014161,0.067240292,2
"343",0.955324615,-0.681222109,3
"344",1.143959878,-0.41846294,4
"345",0.100522398,-1.569214209,5
"346",1.164575246,0.409586541,6
"347",-0.764259948,0.847803193,7
"348",-2.344513405,-1.33738431,8
"349",-0.471683426,0.401354729,9
"350",-0.51585549,0.328935897,10
"351",-2.316036152,0.195321,11
"352",0.562471757,0.07146261,12
"353",-0.783775139,1.634933261,13
"354",-0.226053986,0.333007078,14
"355",-1.587102988,1.401812623,15
"356",0.547524202,0.451017021,16
"357",1.891227017,0.487323596,17
"358",-0.87807711,-0.539737455,18
"359",-0.112558911,2.690907416,19
"360",1.948713065,-0.059816076,20
"361",0.933816332,-0.497475868,1
"362",1.913059422,0.38241715,2
"363",-0.005234058,0.409180178,3
"364",-0.152260049,0.723745923,4
"365",-0.509631657,-0.914924574,5
"366",1.434573703,-0.137185092,6
"367",-1.285838532,1.574293278,7
"368",0.307314215,-0.482917703,8
"369",-0.046318533,-0.356190513,9
"370",2.2518418,0.610222274,10
"371",-0.608033729,-0.606035147,11
"372",-1.50928817,1.134512003,12
"373",0.23263177,0.422468289,13
"374",-0.039648696,0.089549711,14
"375",-0.839125068,-1.591713994,15
"376",0.132291088,-0.347167014,16
"377",-0.275524747,2.034295984,17
"378",-0.678758641,-0.285905156,18
"379",0.500835932,0.654378783,19
"380",-0.331662312,-0.924747617,20
"381",-1.834980251,-1.590703039,1
"382",-2.651741248,0.70939847,2
"383",-0.580582172,1.449326796,3
"384",1.454186871,-1.544380309,4
"385",0.83812938,0.846069248,5
"386",1.21505358,0.330932471,6
"387",0.982505443,-0.366187311,7
"388",0.315764024,1.749284983,8
"389",-1.507062628,-1.005144961,9
"390",0.205569787,-0.117439299,10
"391",1.59722809,0.668505547,11
"392",-3.396063535,-1.082474021,12
"393",-0.781352284,1.105967806,13
"394",1.102464641,-0.114153382,14
"395",0.528745019,1.229148304,15
"396",0.789394404,-0.023296816,16
"397",0.457099506,-0.735105467,17
"398",0.538833116,-1.340514833,18
"399",0.014643122,-1.373065892,19
"400",-0.916489136,-0.149057094,20
"401",-1.226815091,-2.006275959,1
"402",0.036152868,-1.559568537,2
"403",-0.421393114,1.962701569,3
"404",-0.899364408,-0.178318224,4
"405",0.417441317,1.357620673,5
"406",0.153444737,1.648992047,6
"407",1.463283045,0.119484571,7
"408",-1.121502497,0.003620616,8
"409",-0.517788083,0.196443446,9
"410",-0.074947088,0.679739507,10
"411",-1.407790081,0.801124845,11
"412",-0.284705868,-2.01520058,12
"413",-0.708171178,0.047395988,13
"414",-2.147639001,0.613096607,14
"415",-0.283837161,-0.170018481,15
"416",-0.534072164,0.225759524,16
"417",1.133010194,0.892404141,17
"418",-0.604068923,-0.147613099,18
"419",0.557511596,1.53718231,19
"420",0.142629293,0.452619355,20
"421",-1.236860215,-1.595694253,1
"422",0.374143973,-0.187165292,2
"423",-0.106086123,0.567634468,3
"424",0.166061987,0.162679117,4
"425",0.658034848,-1.371983013,5
"426",0.11396292,-1.883952512,6
"427",1.585159164,-0.068047008,7
"428",0.11555344,0.687306934,8
"429",-1.253999039,-0.708000729,9
"430",0.741864779,0.377677269,10
"431",-1.222901615,0.580757739,11
"432",-1.918894132,0.974626092,12
"433",-0.80993639,0.587452509,13
"434",-0.744677229,0.245278779,14
"435",-0.607505923,-1.566003704,15
"436",1.606759566,-0.508128148,16
"437",1.635599446,0.858278854,17
"438",0.726091097,0.451866719,18
"439",-1.273834925,-0.897904237,19
"440",0.023146555,0.319011145,20
"441",0.487121234,-0.093964511,1
"442",-0.137027503,1.264308325,2
"443",0.171745482,-0.034009365,3
"444",-0.944793915,-0.38816903,4
"445",-1.287620306,-0.260454832,5
"446",1.407765739,-0.877434514,6
"447",0.267372689,1.292751431,7
"448",-0.408397642,0.165187854,8
"449",0.32527122,-0.603207076,9
"450",2.062480973,0.398603901,10
"451",0.362666956,0.858952125,11
"452",1.411404645,-0.421912469,12
"453",1.367544315,-0.305488889,13
"454",-0.407176147,-0.059188015,14
"455",0.762541731,-2.001872188,15
"456",-0.651200823,0.155436421,16
"457",-1.473655779,0.042562228,17
"458",-1.201665796,-0.262039199,18
"459",-0.148720478,-1.021193258,19
"460",1.797062429,1.065357103,20
"461",0.104808718,-0.457590838,1
"462",-0.802837973,0.135303913,2
"463",0.230374964,2.112787596,3
"464",0.697975193,-0.591833695,4
"465",-1.295201732,-0.668737894,5
"466",-1.054680218,0.153878741,6
"467",-1.94160749,-0.285391612,7
"468",-1.269560593,-0.492696439,8
"469",-0.887438811,0.409771539,9
"470",-0.291915763,0.229356451,10
"471",1.410094053,-1.074625633,11
"472",0.88864143,-1.380750854,12
"473",0.27297432,0.598233241,13
"474",-0.566641466,-0.839468642,14
"475",-0.040206937,-0.95542506,15
"476",0.547612245,1.236218071,16
"477",-0.504033322,0.075984152,17
"478",1.05907013,-0.539572908,18
"479",1.097453566,0.773538119,19
"480",-1.16650463,1.304300524,20
"481",-0.74691131,0.985109974,1
"482",1.206738733,-1.011721511,2
"483",-1.687219881,-0.606029026,3
"484",0.419709895,0.316726056,4
"485",0.233498762,-1.364691109,5
"486",3.195901198,-0.38196628,6
"487",-2.729680341,-0.014292741,7
"488",-0.840795801,-0.065418132,8
"489",0.674028669,0.223432419,9
"490",1.67432651,0.183182167,10
"491",0.839687084,0.890661242,11
"492",-1.428368436,-0.053071845,12
"493",2.239388169,-0.829858116,13
"494",-1.757266224,-0.121029098,14
"495",-1.113016088,-0.209658043,15
"496",-0.043140391,0.039589562,16
"497",2.225586909,1.480990197,17
"498",0.506316587,0.566660058,18
"499",0.730396051,1.789580359,19
"500",1.728077595,1.114047851,20
"501",0.984779968,1.794074529,1
"502",-1.224737876,-1.3645489,2
"503",0.709726218,-0.707439985,3
"504",-0.109219993,-0.556284346,4
"505",1.782607895,-0.310081094,5
"506",-0.24344468,-0.376179336,6
"507",-1.527107022,0.458526008,7
"508",0.491834371,-1.261149149,8
"509",0.354503661,-0.527465163,9
"510",-0.017626348,-0.556814222,10
"511",-1.056550322,-0.374438726,11
"512",-0.838914666,-0.604399981,12
"513",-0.012625716,1.203127071,13
"514",1.038110146,0.768873233,14
"515",-0.364457714,0.238351023,15
"516",-0.871449472,-1.415028141,16
"517",-2.704203025,2.933774387,17
"518",0.494249837,0.935025757,18
"519",0.427340325,1.233884522,19
"520",1.30919086,-1.891384722,20
"521",1.466722642,-0.222651293,1
"522",-0.143056066,0.768127528,2
"523",1.298513726,0.387953658,3
"524",0.001313548,0.609133032,4
"525",-0.676410076,0.590518608,5
"526",-0.848196597,-0.435140753,6
"527",-0.3469411,-0.250769898,7
"528",0.227479443,-0.926269384,8
"529",-0.027401404,1.087435803,9
"530",0.200877791,-1.943959216,10
"531",0.198942672,-0.280620438,11
"532",0.714599356,0.812077557,12
"533",-0.273181775,-0.207703687,13
"534",1.635347458,1.45075732,14
"535",0.437693886,0.841493178,15
"536",-1.193535851,-0.865737822,16
"537",-0.276649804,-0.059877807,17
"538",0.515883051,0.011531153,18
"539",-0.411055332,0.269111451,19
"540",0.344995049,-0.528160506,20
"541",0.434395861,-0.617073841,1
"542",1.303477683,-0.262372515,2
"543",-0.651695911,0.912347171,3
"544",-0.016880862,1.123610587,4
"545",-0.567692455,-0.603519714,5
"546",-1.12713287,0.055323394,6
"547",-1.848970311,-1.000658433,7
"548",0.195529055,-0.758178829,8
"549",0.601565225,-0.611435815,9
"550",0.63915816,-1.316722263,10
"551",-1.389992817,-2.007415017,11
"552",-1.129677853,0.768002128,12
"553",-1.141154195,0.405761314,13
"554",-0.6886715,-0.831715879,14
"555",0.170197818,0.958075773,15
"556",0.594483427,1.810719251,16
"557",-0.815032651,-2.550014485,17
"558",-2.864346837,1.150255081,18
"559",0.953823482,1.227893654,19
"560",0.615284771,0.152103163,20
"561",-0.700870701,-0.523083809,1
"562",-1.073661341,-1.101593364,2
"563",-0.299991197,-0.879730281,3
"564",0.108106563,-0.636700258,4
"565",0.723200764,-2.105931431,5
"566",1.390095096,-0.64625836,6
"567",-0.848883398,0.986793426,7
"568",0.290722845,-0.754900146,8
"569",1.334176034,1.565204863,9
"570",-0.901342155,-0.050049261,10
"571",-0.222763413,0.111028706,11
"572",-1.771468028,0.475471046,12
"573",0.28742225,-0.939003905,13
"574",-0.641191762,-0.77404562,14
"575",-0.924937642,-0.423558467,15
"576",-0.779977469,1.772879494,16
"577",0.444503374,0.426550658,17
"578",-2.162469003,-0.094470173,18
"579",-0.4255109,-1.116595434,19
"580",-1.013717659,-0.087435147,20
"581",-0.962119028,0.39252609,1
"582",0.474634627,-0.360622169,2
"583",0.35175427,-0.887984362,3
"584",-0.107020356,-0.946416554,4
"585",0.537517257,-0.219911556,5
"586",-0.602104898,0.342220117,6
"587",-2.023297645,0.969924129,7
"588",1.154421281,-1.33545314,8
"589",-0.230692998,-0.800879475,9
"590",-0.365088768,-2.046796344,10
"591",0.157517929,0.110056218,11
"592",0.765932223,0.716100374,12
"593",0.426086966,0.254120602,13
"594",0.9272654,1.228762188,14
"595",0.046134593,0.583404006,15
"596",-0.504285643,-0.587124774,16
"597",-0.300449408,1.446665358,17
"598",0.822915979,0.443394035,18
"599",-0.849268796,0.577946886,19
"600",-0.953610096,-0.921834964,20
"601",0.313478716,-0.249326705,1
"602",0.612473307,-1.221898646,2
"603",-1.691083228,-0.072539646,3
"604",0.784698627,1.364901245,4
"605",0.011925135,-0.45753102,5
"606",-0.181255288,0.065200219,6
"607",1.106954402,0.783980336,7
"608",1.479394871,-1.587708073,8
"609",-1.147399441,-1.369364313,9
"610",1.011654377,-0.927519803,10
"611",-0.632069195,0.30084156,11
"612",0.13236132,0.080468946,12
"613",0.480926065,1.246746831,13
"614",0.133177628,-1.2344491,14
"615",-1.462864462,-0.439069294,15
"616",-0.50640178,-2.101593953,16
"617",1.539663237,1.618756171,17
"618",0.172793618,1.084328491,18
"619",-0.835823924,-0.640800907,19
"620",-0.655928704,-0.252819826,20
"621",1.057566087,-0.134829273,1
"622",0.34608349,1.795355992,2
"623",-0.897186542,0.038396717,3
"624",0.006265211,0.412998289,4
"625",0.596670509,0.699572123,5
"626",1.722551808,0.689790945,6
"627",-0.881749483,-1.671059465,7
"628",-0.379945955,0.740048308,8
"629",0.996110016,-0.924124899,9
"630",-0.459120893,-0.031688573,10
"631",1.460265746,-1.927792982,11
"632",1.043246177,0.21430303,12
"633",-1.65904097,-1.005038866,13
"634",0.423957776,-2.178953492,14
"635",-1.419162926,-1.672549131,15
"636",-1.464692457,-1.420722136,16
"637",0.070420972,0.550531639,17
"638",0.056698222,0.310433177,18
"639",-0.032708177,0.685073913,19
"640",1.264281224,-0.531910491,20
"641",0.294987886,0.18178546,1
"642",-0.673086821,0.411596178,2
"643",0.119588291,-0.085059049,3
"644",-0.514396509,-1.106706204,4
"645",-0.068111574,1.129133596,5
"646",-1.148011912,1.668015624,6
"647",-0.11524448,2.019102926,7
"648",0.102936392,0.892548036,8
"649",-0.701743487,-0.187204683,9
"650",0.041230624,-0.127697416,10
"651",-0.648768351,-0.30533014,11
"652",-0.644007859,-0.262866838,12
"653",-0.204438825,-0.051468644,13
"654",0.490840918,-1.97266336,14
"655",-0.205336987,0.01122825,15
"656",0.190691324,0.235344857,16
"657",0.970024193,-0.950369854,17
"658",-0.285261078,-1.757147975,18
"659",-0.103619269,-0.359960651,19
"660",0.511254541,-3.121589558,20
"661",-1.25816245,1.672547112,1
"662",0.543825969,0.690549816,2
"663",-0.534963587,-0.97667032,3
"664",-1.138046027,0.015134176,4
"665",-1.768003771,-0.165454175,5
"666",-0.714978203,-1.660213369,6
"667",-1.170202264,-0.87843438,7
"668",-1.178448148,0.965815839,8
"669",1.627291338,-1.155821307,9
"670",-1.212146666,-0.751395712,10
"671",0.997509917,-0.745084356,11
"672",0.545245641,1.227052485,12
"673",-0.884789115,-0.190857994,13
"674",-0.611230698,0.554310746,14
"675",-0.410199513,0.771433127,15
"676",0.19040937,-0.3800668,16
"677",-0.348324929,-1.128551388,17
"678",0.82684753,0.170101777,18
"679",-0.292686902,-0.358542332,19
"680",-2.16534621,1.442938491,20
"681",-0.096216776,-0.519946863,1
"682",-1.851956846,-0.310642094,2
"683",0.937811135,0.682737465,3
"684",-0.747686481,-0.66357842,4
"685",-1.115241436,-0.017950549,5
"686",-0.591506415,0.496591017,6
"687",0.585230684,-0.404274701,7
"688",-1.918558199,-1.21164881,8
"689",0.253816792,0.312743717,9
"690",-0.972241766,-0.279861864,10
"691",-0.008513448,-2.019855135,11
"692",0.679041911,0.269578863,12
"693",0.569631367,0.131799251,13
"694",1.502961661,-1.67877127,14
"695",0.129085401,-0.525879503,15
"696",-0.701182952,-0.175124623,16
"697",2.153707216,-0.556630763,17
"698",-0.303246138,0.551848409,18
"699",0.807579777,-1.576051513,19
"700",0.930991466,-0.954292772,20
"701",0.454902098,-0.449863425,1
"702",1.42542069,1.443906395,2
"703",-0.208991173,-0.155254089,3
"704",-1.231402779,-1.021718908,4
"705",-0.360603577,1.538469747,5
"706",-0.547213299,-0.231175974,6
"707",0.327996008,0.551923862,7
"708",-0.933299832,1.121794037,8
"709",0.680810825,0.409545392,9
"710",-1.1638824,1.300261526,10
"711",1.75544951,-0.790921272,11
"712",1.449637364,1.598619454,12
"713",-0.448794941,-1.822900274,13
"714",0.140067289,-0.975363114,14
"715",-0.373650328,-0.586460659,15
"716",-1.206434117,0.233109552,16
"717",-2.661345975,-0.473448625,17
"718",-0.025094493,0.583110981,18
"719",-0.034373257,0.420029447,19
"720",1.642359039,0.678860909,20
"721",-1.995462148,1.482461025,1
"722",-0.662170759,-1.425284038,2
"723",0.880037992,0.969974981,3
"724",0.34238742,-0.265465768,4
"725",0.121753856,-0.803105551,5
"726",-0.620761035,-1.777034102,6
"727",0.200945268,-0.849036892,7
"728",-0.235905348,-0.299478219,8
"729",0.113661115,-1.940244479,9
"730",-0.577929195,-0.360032788,10
"731",1.188564886,0.510106187,11
"732",1.059936278,-1.297970419,12
"733",1.336758211,-0.004847402,13
"734",-0.367169171,-1.344852235,14
"735",-0.304336705,-0.051684185,15
"736",-0.350279624,0.894849793,16
"737",1.374144763,-2.179882273,17
"738",-0.299720492,2.306416432,18
"739",0.097635144,-1.167750356,19
"740",0.381188029,0.940429719,20
"741",0.678212557,2.079101596,1
"742",-0.267673272,-0.943824023,2
"743",2.345965664,-0.675454145,3
"744",-0.927494656,1.021650328,4
"745",-1.426557174,-0.817503431,5
"746",0.042302664,-0.957120734,6
"747",1.76744347,1.58111928,7
"748",0.052750327,1.766442801,8
"749",0.10972604,-0.227035159,9
"750",0.863202616,2.281110195,10
"751",-0.098973205,1.903747217,11
"752",0.103696546,-0.068621537,12
"753",1.208484876,-0.813859139,13
"754",0.093746021,-0.673255314,14
"755",-0.752196519,1.402030463,15
"756",0.39492422,0.540016608,16
"757",-1.091520434,0.642274169,17
"758",-1.458292425,-0.012719765,18
"759",-0.122712285,0.182879553,19
"760",-1.100929192,-0.48851458,20
"761",0.580923072,1.135236736,1
"762",-0.146947489,-0.326051022,2
"763",-0.766334615,1.991862534,3
"764",1.622897579,0.586772894,4
"765",-0.109940544,0.988333224,5
"766",1.421704854,1.475623935,6
"767",-0.113421049,-0.04695338,7
"768",-0.329280942,-1.767531099,8
"769",0.373460984,-0.609633972,9
"770",1.029888131,0.593256912,10
"771",2.705775047,1.20338722,11
"772",-1.034945871,0.208256827,12
"773",-0.183429859,0.839139359,13
"774",1.077771307,0.943041434,14
"775",0.341620225,1.028093119,15
"776",-0.187343624,0.747563844,16
